page,collection,category,name,sku,sku_2pack,material,width,depth,height,length,seat_height,arm_height,weight,notes,table_height_type
78,Urban,Cushion,Armless Sofa,83430,,Cushion | Aluminum,84,32,28,,16,,,,
78,Urban,Cushion,Corner,83110,,Cushion | Aluminum,32,32,28,,16,,,,
131,Urban,Cushion,Corner,83110,,,,,,,,,,Canvas Coal (Sunbrella) | Storm Finish,
78,Urban,Cushion,End Table,8328S,,Aluminum,28,28,8.375,,,,,,end
78,Urban,Cushion,Left Table Chat Chair,8339L,,Cushion | Aluminum,40,32,28,,16,,,"Table Ht: 8.375""",
78,Urban,Cushion,Left Table Loveseat,8342L,,Cushion | Aluminum,68,32,28,,16,,,"Table Ht: 8.375""",
131,Urban,Cushion,Left Table Loveseat,8342L,,,,,,,,,,Canvas Coal (Sunbrella) | Storm Finish,
78,Urban,Cushion,Ottoman,83120,,Cushion | Aluminum,35,28,16,,16,,,,
131,Urban,Cushion,Ottoman,83120,,,,,,,,,,Canvas Coal (Sunbrella) | Storm Finish,
78,Urban,Cushion,Ottoman Tray,91008,,Aluminum,12,28,4,,,,,,
131,Urban,Cushion,Ottoman Tray,91008,,,,,,,,,,Storm Finish,
78,Urban,Cushion,Right Table Chat Chair,8339R,,Cushion | Aluminum,40,32,28,,16,,,"Table Ht: 8.375""",
131,Urban,Cushion,Right Table Chat Chair,8339R,,,,,,,,,,Canvas Coal (Sunbrella) | Storm Finish,
78,Urban,Cushion,Right Table Loveseat,8342R,,Cushion | Aluminum,68,32,28,,16,,,"Table Ht: 8.375""",
131,Urban,Cushion,Right Table Loveseat,8342R,,,,,,,,,,Canvas Coal (Sunbrella) | Storm Finish,
