id,sku,name,collection,specs,description,short_description
5867,C4242SSLNU+2742SB,"Slate Square Coffee Table 42"" (Trestle Base, no Hole)",Slate,"{'Depth': '42""', 'Width': '42""', 'Height': '15.1""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5868,C2424SSL+5723B,"Slate Square End Table 24"" (Post Base, no Hole)",Slate,"{'Depth': '24""', 'Width': '24""', 'Height': '21""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5869,C2644XSL+5744B,"Slate Rectangle Coffee Table 26"" x 44"" (Post Base, no Hole)",Slate,"{'Depth': '44""', 'Width': '26""', 'Height': '16""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5870,C3030SSL+5723B,"Slate Square End Table 30"" (Post Base, no Hole)",Slate,"{'Depth': '30""', 'Width': '30""', 'Height': '21""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5871,C3048XSL+5744B,"Slate Rectangle Coffee Table 30"" x 48"" (Post Base, no Hole)",Slate,"{'Depth': '48""', 'Width': '30""', 'Height': '16""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5872,2742SFSL,"Slate Square Dining Table 42"" (Trestle Base, with Hole)",Slate,"{'Depth': '42""', 'Width': '42""', 'Height': '30""', 'Material': 'Aluminum'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5873,2742SFSLNU,"Slate Square Dining Table 42"" (Trestle Base, no Hole)",Slate,"{'Depth': '42""', 'Width': '42""', 'Height': '30""', 'Material': 'Aluminum'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5874,274282FSL,"Slate Rectangle Dining Table 42"" x 82"" (Post Base, with Hole)",Slate,"{'Depth': '82""', 'Width': '42""', 'Height': '30""', 'Material': 'Aluminum'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5875,C0030RSLWH+2330B,"Slate Round Dining Table 30"" (Pedestal Base, with Hole)",Slate,"{'Depth': '30""', 'Width': '30""', 'Height': '29.25""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5876,C0030RSLWH+2334B,"Slate Round Balcony Table 30"" (Pedestal Base, with Hole)",Slate,"{'Depth': '30""', 'Width': '30""', 'Height': '33.25""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5877,C0030RSLWH+2340B,"Slate Round Bar Table 30"" (Pedestal Base, with Hole)",Slate,"{'Depth': '30""', 'Width': '30""', 'Height': '39.25""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5878,C0030RSL+2330B,"Slate Round Dining Table 30"" (Pedestal Base, no Hole)",Slate,"{'Depth': '30""', 'Width': '30""', 'Height': '29.25""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5879,C0030RSL+2334B,"Slate Round Balcony Table 30"" (Pedestal Base, no Hole)",Slate,"{'Depth': '30""', 'Width': '30""', 'Height': '33.25""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5880,C0030RSL+2340B,"Slate Round Bar Table 30"" (Pedestal Base, no Hole)",Slate,"{'Depth': '30""', 'Width': '30""', 'Height': '39.25""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5881,C3030SSLWH+2330B,"Slate Square Dining Table 30"" (Pedestal Base, with Hole)",Slate,"{'Depth': '30""', 'Width': '30""', 'Height': '29.25""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5882,C3030SSLWH+2334B,"Slate Square Balcony Table 30"" (Pedestal Base, with Hole)",Slate,"{'Depth': '30""', 'Width': '30""', 'Height': '33.25""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5883,C3030SSLWH+2340B,"Slate Square Bar Table 30"" (Pedestal Base, with Hole)",Slate,"{'Depth': '30""', 'Width': '30""', 'Height': '39.25""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5884,C3030SSL+2330B,"Slate Square Dining Table 30"" (Pedestal Base, no Hole)",Slate,"{'Depth': '30""', 'Width': '30""', 'Height': '29.25""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5885,C3030SSL+2334B,"Slate Square Balcony Table 30"" (Pedestal Base, no Hole)",Slate,"{'Depth': '30""', 'Width': '30""', 'Height': '33.25""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5886,C3030SSL+2340B,"Slate Square Bar Table 30"" (Pedestal Base, no Hole)",Slate,"{'Depth': '30""', 'Width': '30""', 'Height': '39.25""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5887,C3048XSL+2330B,"Slate Rectangle Dining Table 30"" x 48"" (Pedestal Base, no Hole)",Slate,"{'Depth': '48""', 'Width': '30""', 'Height': '29.25""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5888,C3048XSL+2334B,"Slate Rectangle Balcony Table 30"" x 48"" (Pedestal Base, no Hole)",Slate,"{'Depth': '48""', 'Width': '30""', 'Height': '33.25""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5889,C3048XSL+2340B,"Slate Rectangle Bar Table 30"" x 48"" (Pedestal Base, no Hole)",Slate,"{'Depth': '48""', 'Width': '30""', 'Height': '39.25""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5890,C0036RSL+2330B,"Slate Round Dining Table 36"" (Pedestal Base, with Hole)",Slate,"{'Depth': '36""', 'Width': '36""', 'Height': '29.25""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5891,C0036RSL+2334B,"Slate Round Balcony Table 36"" (Pedestal Base, with Hole)",Slate,"{'Depth': '36""', 'Width': '36""', 'Height': '33.25""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5892,C0036RSL+2340B,"Slate Round Bar Table 36"" (Pedestal Base, with Hole)",Slate,"{'Depth': '36""', 'Width': '36""', 'Height': '39.25""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5893,C0036RSLNU+2330B,"Slate Round Dining Table 36"" (Pedestal Base, no Hole)",Slate,"{'Depth': '36""', 'Width': '36""', 'Height': '29.25""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5894,C0036RSLNU+2334B,"Slate Round Balcony Table 36"" (Pedestal Base, no Hole)",Slate,"{'Depth': '36""', 'Width': '36""', 'Height': '33.25""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5895,C0036RSLNU+2340B,"Slate Round Bar Table 36"" (Pedestal Base, no Hole)",Slate,"{'Depth': '36""', 'Width': '36""', 'Height': '39.25""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5896,C3636SSL+2330B,"Slate Square Dining Table 36"" (Pedestal Base, with Hole)",Slate,"{'Depth': '36""', 'Width': '36""', 'Height': '29.25""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5897,C3636SSL+2334B,"Slate Square Balcony Table 36"" (Pedestal Base, with Hole)",Slate,"{'Depth': '36""', 'Width': '36""', 'Height': '33.25""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5898,C3636SSL+2340B,"Slate Square Bar Table 36"" (Pedestal Base, with Hole)",Slate,"{'Depth': '36""', 'Width': '36""', 'Height': '39.25""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5899,C3636SSLNU+2330B,"Slate Square Dining Table 36"" (Pedestal Base, no Hole)",Slate,"{'Depth': '36""', 'Width': '36""', 'Height': '29.25""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5900,C3636SSLNU+2334B,"Slate Square Balcony Table 36"" (Pedestal Base, no Hole)",Slate,"{'Depth': '36""', 'Width': '36""', 'Height': '33.25""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5901,C3636SSLNU+2340B,"Slate Square Bar Table 36"" (Pedestal Base, no Hole)",Slate,"{'Depth': '36""', 'Width': '36""', 'Height': '39.25""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5902,C0042RSL+3330B,"Slate Round Dining Table 42"" (Pedestal Base, with Hole)",Slate,"{'Depth': '42""', 'Width': '42""', 'Height': '29.25""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5903,C0042RSL+3334B,"Slate Round Balcony Table 42"" (Pedestal Base, with Hole)",Slate,"{'Depth': '42""', 'Width': '42""', 'Height': '33.25""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5904,C0042RSL+3340B,"Slate Round Bar Table 42"" (Pedestal Base, with Hole)",Slate,"{'Depth': '42""', 'Width': '42""', 'Height': '39.25""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5905,C0042RSLNU+3330B,"Slate Round Dining Table 42"" (Pedestal Base, no Hole)",Slate,"{'Depth': '42""', 'Width': '42""', 'Height': '29.25""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5906,C0042RSLNU+3334B,"Slate Round Balcony Table 42"" (Pedestal Base, no Hole)",Slate,"{'Depth': '42""', 'Width': '42""', 'Height': '33.25""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5907,C0042RSLNU+3340B,"Slate Round Bar Table 42"" (Pedestal Base, no Hole)",Slate,"{'Depth': '42""', 'Width': '42""', 'Height': '39.25""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5908,C4242SSL+3330B,"Slate Square Dining Table 42"" (Pedestal Base, with Hole)",Slate,"{'Depth': '42""', 'Width': '42""', 'Height': '29.25""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5909,C4242SSL+3334B,"Slate Square Balcony Table 42"" (Pedestal Base, with Hole)",Slate,"{'Depth': '42""', 'Width': '42""', 'Height': '33.25""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5910,C4242SSL+3340B,"Slate Square Bar Table 42"" (Pedestal Base, with Hole)",Slate,"{'Depth': '42""', 'Width': '42""', 'Height': '39.25""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5911,C4242SSLNU+3330B,"Slate Square Dining Table 42"" (Pedestal Base, no Hole)",Slate,"{'Depth': '42""', 'Width': '42""', 'Height': '29.25""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5912,C4242SSLNU+3334B,"Slate Square Balcony Table 42"" (Pedestal Base, no Hole)",Slate,"{'Depth': '42""', 'Width': '42""', 'Height': '33.25""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5913,C4242SSLNU+3340B,"Slate Square Bar Table 42"" (Pedestal Base, no Hole)",Slate,"{'Depth': '42""', 'Width': '42""', 'Height': '39.25""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5914,2542SFSL,"Slate Square Dining Table 42"" (Post Base, with Hole)",Slate,"{'Depth': '42""', 'Width': '42""', 'Height': '30.25""', 'Material': 'Aluminum'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5915,2542SBSL,"Slate Square Balcony Table 42"" (Post Base, with Hole)",Slate,"{'Depth': '42""', 'Width': '42""', 'Height': '34.25""', 'Material': 'Aluminum'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5916,2542SFSLNU,"Slate Square Dining Table 42"" (Post Base, no Hole)",Slate,"{'Depth': '42""', 'Width': '42""', 'Height': '30.25""', 'Material': 'Aluminum'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5917,2542SBSLNU,"Slate Square Balcony Table 42"" (Post Base, no Hole)",Slate,"{'Depth': '42""', 'Width': '42""', 'Height': '34.25""', 'Material': 'Aluminum'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5918,C0048RSL+3330B,"Slate Round Dining Table 48"" (Pedestal Base, with Hole)",Slate,"{'Depth': '48""', 'Width': '48""', 'Height': '29.25""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5919,C0048RSL+3334B,"Slate Round Balcony Table 48"" (Pedestal Base, with Hole)",Slate,"{'Depth': '48""', 'Width': '48""', 'Height': '33.25""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5920,C0048RSL+3340B,"Slate Round Bar Table 48"" (Pedestal Base, with Hole)",Slate,"{'Depth': '48""', 'Width': '48""', 'Height': '39.25""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5921,C0048RSLNU+3330B,"Slate Round Dining Table 48"" (Pedestal Base, no Hole)",Slate,"{'Depth': '48""', 'Width': '48""', 'Height': '29.25""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
5922,C0048RSLNU+3334B,"Slate Round Balcony Table 48"" (Pedestal Base, no Hole)",Slate,"{'Depth': '48""', 'Width': '48""', 'Height': '33.25""', 'Material': 'Natural Series'}","A welcome addition to any outdoor space, Homecrest's Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.",
